	S2-103v3	S4-106v3	S6-109v3	S8-111v3	S10-117v3	S12-118v3	S14-122v3	S16-202v3	S20-304v3	S22-305v3	S24-309v3	S26-311v3	S28-315v3	S30-316v3	S32-321v3	S34-322v3	S36-401v3	S38-404v3	S40-408v3	S42-413v3	S1-103v1	S3-106v1	S5-109v1	S7-111v1	S9-117v1	S11-118v1	S13-122v1	S15-202v1	S19-304v1	S21-305v1	S23-309v1	S27-315v1	S31-321v1	S33-322v1	S35-401v1	S37-404v1	S39-408v1	S41-413v1
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus	0.00164210526316	0.00277894736842	0.00102105263158	0.000536842105263	0.00693684210526	0.00204210526316	0.00109473684211	0.0842315789474	0.000547368421053	0.00295789473684	0.00528421052632	0.00737894736842	0.00127368421053	0.000705263157895	0.0008	0.00517894736842	0.00763157894737	0.00305263157895	0.00647368421053	0.00109473684211	0.00493684210526	0.000821052631579	0.00242105263158	0.00201052631579	0.00283157894737	0.00137894736842	0.00314736842105	0.0306315789474	0.00151578947368	0.00298947368421	0.00172631578947	0.000221052631579	0.000578947368421	0.00875789473684	0.00638947368421	0.00512631578947	0.00261052631579	0.000410526315789
k__Bacteria_p__Firmicutes_c__Bacilli_o__Turicibacterales	0.00104210526316	0.0	0.0	0.000231578947368	0.000515789473684	0.000336842105263	0.0	4.21052631579e-05	0.000442105263158	2.10526315789e-05	2.10526315789e-05	0.001	0.000263157894737	0.0	0.000336842105263	0.00167368421053	0.00257894736842	0.00137894736842	0.000126315789474	0.000789473684211	1.05263157895e-05	0.000189473684211	1.05263157895e-05	0.000168421052632	0.0006	4.21052631579e-05	0.0	0.0	9.47368421053e-05	0.000221052631579	0.0	6.31578947368e-05	0.0	0.000821052631579	0.00262105263158	0.00163157894737	8.42105263158e-05	0.000326315789474
k__Bacteria_p__Firmicutes_c__Bacilli_o__Turicibacterales_f__Turicibacteraceae	0.00104210526316	0.0	0.0	0.000231578947368	0.000515789473684	0.000336842105263	0.0	4.21052631579e-05	0.000442105263158	2.10526315789e-05	2.10526315789e-05	0.001	0.000263157894737	0.0	0.000336842105263	0.00167368421053	0.00257894736842	0.00137894736842	0.000126315789474	0.000789473684211	1.05263157895e-05	0.000189473684211	1.05263157895e-05	0.000168421052632	0.0006	4.21052631579e-05	0.0	0.0	9.47368421053e-05	0.000221052631579	0.0	6.31578947368e-05	0.0	0.000821052631579	0.00262105263158	0.00163157894737	8.42105263158e-05	0.000326315789474
k__Bacteria_p__Firmicutes_c__Bacilli_o__Turicibacterales_f__Turicibacteraceae_g__Turicibacter	0.00104210526316	0.0	0.0	0.000231578947368	0.000515789473684	0.000336842105263	0.0	4.21052631579e-05	0.000442105263158	2.10526315789e-05	2.10526315789e-05	0.001	0.000263157894737	0.0	0.000336842105263	0.00167368421053	0.00257894736842	0.00137894736842	0.000126315789474	0.000789473684211	1.05263157895e-05	0.000189473684211	1.05263157895e-05	0.000168421052632	0.0006	4.21052631579e-05	0.0	0.0	9.47368421053e-05	0.000221052631579	0.0	6.31578947368e-05	0.0	0.000821052631579	0.00262105263158	0.00163157894737	8.42105263158e-05	0.000326315789474
k__Bacteria_p__Firmicutes_c__Clostridia	0.615368421053	0.751726315789	0.756526315789	0.904410526316	0.604052631579	0.817610526316	0.722768421053	0.785642105263	0.776473684211	0.848663157895	0.688884210526	0.643736842105	0.652473684211	0.678273684211	0.718157894737	0.747810526316	0.777947368421	0.620684210526	0.728157894737	0.606631578947	0.730757894737	0.888694736842	0.651505263158	0.948578947368	0.486852631579	0.786810526316	0.439694736842	0.646894736842	0.727694736842	0.836663157895	0.751126315789	0.628273684211	0.754105263158	0.783315789474	0.834526315789	0.735042105263	0.771357894737	0.683621052632
k__Bacteria_p__Firmicutes_c__Clostridia_Other	0.0	0.000578947368421	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.000652631578947	0.000863157894737	0.000957894736842	2.10526315789e-05	1.05263157895e-05	0.0	0.000294736842105	0.0	0.0	0.00206315789474	0.00121052631579	0.0006	6.31578947368e-05	0.000136842105263	0.0	0.000989473684211	1.05263157895e-05	1.05263157895e-05	0.0	7.36842105263e-05	0.000463157894737	0.000463157894737	0.000526315789474	0.0	0.0	0.00107368421053	0.0	0.000705263157895	0.00117894736842	0.00113684210526	6.31578947368e-05	0.000357894736842
k__Bacteria_p__Firmicutes_c__Clostridia_Other_Other	0.0	0.000578947368421	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.000652631578947	0.000863157894737	0.000957894736842	2.10526315789e-05	1.05263157895e-05	0.0	0.000294736842105	0.0	0.0	0.00206315789474	0.00121052631579	0.0006	6.31578947368e-05	0.000136842105263	0.0	0.000989473684211	1.05263157895e-05	1.05263157895e-05	0.0	7.36842105263e-05	0.000463157894737	0.000463157894737	0.000526315789474	0.0	0.0	0.00107368421053	0.0	0.000705263157895	0.00117894736842	0.00113684210526	6.31578947368e-05	0.000357894736842
k__Bacteria_p__Firmicutes_c__Clostridia_Other_Other_Other	0.0	0.000578947368421	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.000652631578947	0.000863157894737	0.000957894736842	2.10526315789e-05	1.05263157895e-05	0.0	0.000294736842105	0.0	0.0	0.00206315789474	0.00121052631579	0.0006	6.31578947368e-05	0.000136842105263	0.0	0.000989473684211	1.05263157895e-05	1.05263157895e-05	0.0	7.36842105263e-05	0.000463157894737	0.000463157894737	0.000526315789474	0.0	0.0	0.00107368421053	0.0	0.000705263157895	0.00117894736842	0.00113684210526	6.31578947368e-05	0.000357894736842
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales	0.615368421053	0.751147368421	0.756515789474	0.904410526316	0.604052631579	0.8176	0.722115789474	0.784778947368	0.775515789474	0.848642105263	0.688873684211	0.643736842105	0.652178947368	0.678273684211	0.718157894737	0.745747368421	0.776736842105	0.620084210526	0.728094736842	0.606494736842	0.730757894737	0.887705263158	0.651494736842	0.948568421053	0.486852631579	0.786736842105	0.439231578947	0.646431578947	0.727168421053	0.836663157895	0.751126315789	0.6272	0.754105263158	0.782610526316	0.833347368421	0.733905263158	0.771294736842	0.683263157895
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_Other	0.00334736842105	0.00906315789474	0.0154631578947	0.00657894736842	0.0201157894737	0.00994736842105	0.00496842105263	0.0209789473684	0.0165368421053	0.0176315789474	0.00842105263158	0.00874736842105	0.0152947368421	0.00296842105263	0.0155052631579	0.0133789473684	0.0174210526316	0.00862105263158	0.0116210526316	0.00571578947368	0.000589473684211	0.00767368421053	0.0102	0.00785263157895	0.0157789473684	0.00841052631579	0.00249473684211	0.0149157894737	0.0167789473684	0.0167578947368	0.00543157894737	0.0120736842105	0.0134	0.0182	0.0311684210526	0.00738947368421	0.0122842105263	0.0131894736842
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_Other_Other	0.00334736842105	0.00906315789474	0.0154631578947	0.00657894736842	0.0201157894737	0.00994736842105	0.00496842105263	0.0209789473684	0.0165368421053	0.0176315789474	0.00842105263158	0.00874736842105	0.0152947368421	0.00296842105263	0.0155052631579	0.0133789473684	0.0174210526316	0.00862105263158	0.0116210526316	0.00571578947368	0.000589473684211	0.00767368421053	0.0102	0.00785263157895	0.0157789473684	0.00841052631579	0.00249473684211	0.0149157894737	0.0167789473684	0.0167578947368	0.00543157894737	0.0120736842105	0.0134	0.0182	0.0311684210526	0.00738947368421	0.0122842105263	0.0131894736842
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__	0.0	0.00192631578947	0.0321368421053	1.05263157895e-05	0.00429473684211	0.0468526315789	0.00670526315789	0.0332210526316	0.0367473684211	0.0130526315789	0.0158631578947	0.0	0.0168	8.42105263158e-05	0.00658947368421	0.0586947368421	0.0215368421053	0.0256421052632	0.0164631578947	0.00682105263158	0.0	0.00630526315789	0.00133684210526	2.10526315789e-05	0.00494736842105	0.0338947368421	0.00173684210526	0.0238210526316	0.0426526315789	0.0125157894737	0.0163052631579	0.0377894736842	0.0125578947368	0.0285157894737	0.00681052631579	0.0684105263158	0.0180947368421	0.0986105263158
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae	0.0	0.000389473684211	0.000789473684211	0.000189473684211	0.0026	0.000410526315789	0.000168421052632	0.000315789473684	0.00223157894737	0.0154	0.000315789473684	7.36842105263e-05	0.00172631578947	0.000126315789474	0.000357894736842	0.0543684210526	0.000305263157895	0.00361052631579	0.00585263157895	0.000547368421053	0.0	0.00201052631579	0.000894736842105	0.000210526315789	0.00232631578947	0.000568421052632	0.0	0.00355789473684	0.00196842105263	0.00168421052632	0.00132631578947	0.0179684210526	0.000263157894737	0.00113684210526	1.05263157895e-05	0.00970526315789	0.00276842105263	0.00632631578947
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_Other	0.0	1.05263157895e-05	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_g__	0.0	0.000378947368421	0.000557894736842	0.000189473684211	0.00256842105263	0.000389473684211	4.21052631579e-05	0.000305263157895	0.00223157894737	0.0152736842105	0.000315789473684	7.36842105263e-05	0.00169473684211	0.000126315789474	0.000273684210526	0.0543684210526	0.000305263157895	0.00361052631579	0.00585263157895	0.000536842105263	0.0	0.00191578947368	0.000652631578947	0.000210526315789	0.00231578947368	0.000547368421053	0.0	0.00354736842105	0.00196842105263	0.00157894736842	0.00132631578947	0.0179684210526	0.000263157894737	0.00111578947368	1.05263157895e-05	0.00962105263158	0.00273684210526	0.00624210526316
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_g__Christensenella	0.0	0.0	0.0002	0.0	3.15789473684e-05	2.10526315789e-05	0.000126315789474	1.05263157895e-05	0.0	0.000115789473684	0.0	0.0	3.15789473684e-05	0.0	8.42105263158e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	9.47368421053e-05	0.000231578947368	0.0	1.05263157895e-05	2.10526315789e-05	0.0	1.05263157895e-05	0.0	7.36842105263e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	8.42105263158e-05	2.10526315789e-05	8.42105263158e-05
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae	0.00104210526316	0.0175684210526	0.00401052631579	0.0373684210526	0.0198631578947	0.0626526315789	0.00124210526316	0.0175684210526	0.00868421052632	0.00249473684211	0.0177473684211	0.0127052631579	0.00734736842105	0.00576842105263	0.006	0.0239052631579	0.0201263157895	0.0158105263158	0.00990526315789	0.0124	0.000136842105263	0.00704210526316	0.00162105263158	0.0112947368421	0.0109263157895	0.0088	0.00103157894737	0.00567368421053	0.00552631578947	0.000568421052632	0.00447368421053	0.00930526315789	0.0101789473684	0.0192736842105	0.0390526315789	0.00611578947368	0.00829473684211	0.00214736842105
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_Other	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.000210526315789	0.000842105263158	0.00356842105263	0.000126315789474	0.0	0.0	0.0	0.0154	1.05263157895e-05	0.00702105263158	0.0	0.000368421052632	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	4.21052631579e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__	7.36842105263e-05	0.0	1.05263157895e-05	2.10526315789e-05	0.00285263157895	8.42105263158e-05	0.000221052631579	0.0	0.000157894736842	3.15789473684e-05	4.21052631579e-05	0.000484210526316	0.000263157894737	1.05263157895e-05	0.000273684210526	0.00113684210526	0.00472631578947	0.000242105263158	0.000252631578947	0.00126315789474	2.10526315789e-05	1.05263157895e-05	1.05263157895e-05	0.00164210526316	0.00283157894737	0.0	0.000147368421053	0.00107368421053	0.000336842105263	1.05263157895e-05	0.00135789473684	0.000252631578947	1.05263157895e-05	0.00369473684211	0.014	0.000326315789474	0.000568421052632	0.000115789473684
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__02d06	0.0	0.000178947368421	0.0	0.0	0.00310526315789	0.0	0.0	0.0	0.000221052631579	0.0	0.0	0.0	0.0	0.0	0.0	0.00138947368421	0.0	0.000589473684211	0.000168421052632	0.0	0.0	0.00118947368421	0.0	0.0	0.00363157894737	0.0	0.0	0.0	0.000473684210526	0.0	0.0	0.0	0.0	0.000347368421053	0.0	0.00114736842105	0.000452631578947	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium	0.000936842105263	0.0142736842105	0.004	0.0373473684211	0.00307368421053	0.0549368421053	0.00102105263158	0.0175263157895	0.00633684210526	0.00157894736842	0.00978947368421	0.009	0.00645263157895	0.00563157894737	0.00568421052632	0.00431578947368	0.00921052631579	0.00347368421053	0.00946315789474	0.0104842105263	5.26315789474e-05	0.00582105263158	0.0016	0.00942105263158	0.000915789473684	0.00725263157895	0.000768421052632	0.0046	0.00438947368421	0.000494736842105	0.00222105263158	0.00883157894737	0.0101684210526	0.0119157894737	0.0126526315789	0.00126315789474	0.00717894736842	0.00195789473684
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__SMB53	3.15789473684e-05	0.00310526315789	0.0	0.0	0.0108315789474	0.00763157894737	0.0	2.10526315789e-05	0.00175789473684	4.21052631579e-05	0.00434736842105	0.00309473684211	0.000631578947368	0.000126315789474	4.21052631579e-05	0.00166315789474	0.00617894736842	0.00448421052632	2.10526315789e-05	0.000284210526316	6.31578947368e-05	2.10526315789e-05	1.05263157895e-05	0.000221052631579	0.00354736842105	0.00154736842105	0.000115789473684	0.0	0.000284210526316	5.26315789474e-05	0.000894736842105	0.000221052631579	0.0	0.00331578947368	0.0124	0.00335789473684	9.47368421053e-05	7.36842105263e-05
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Dehalobacteriaceae	0.0	0.0006	0.000757894736842	0.0	0.000368421052632	0.000336842105263	0.0	0.000336842105263	0.000357894736842	0.00454736842105	2.10526315789e-05	0.0	0.000463157894737	1.05263157895e-05	0.0	0.00203157894737	0.0	0.000368421052632	0.000831578947368	0.000157894736842	0.0	0.00326315789474	0.00105263157895	0.0	0.000221052631579	0.0004	0.0	0.000105263157895	0.000473684210526	0.00142105263158	0.000189473684211	0.00138947368421	1.05263157895e-05	0.000442105263158	0.0	0.000915789473684	0.000694736842105	0.000505263157895
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Dehalobacteriaceae_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000505263157895	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Dehalobacteriaceae_g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Dehalobacteriaceae_g__Dehalobacterium	0.0	0.0006	0.000757894736842	0.0	0.000368421052632	0.000336842105263	0.0	0.000336842105263	0.000357894736842	0.00454736842105	2.10526315789e-05	0.0	0.000463157894737	1.05263157895e-05	0.0	0.00152631578947	0.0	0.000368421052632	0.000821052631579	0.000157894736842	0.0	0.00326315789474	0.00105263157895	0.0	0.000221052631579	0.0004	0.0	0.000105263157895	0.000473684210526	0.00142105263158	0.000189473684211	0.00138947368421	1.05263157895e-05	0.000442105263158	0.0	0.000915789473684	0.000631578947368	0.000505263157895
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__EtOH8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__EtOH8_g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae	0.0	0.0	0.000210526315789	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.000178947368421	0.0	0.0	0.0	0.000105263157895	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	4.21052631579e-05	0.000136842105263	1.05263157895e-05	0.0	0.0	0.0	0.0	7.36842105263e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	1.05263157895e-05	5.26315789474e-05	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Anaerofustis	0.0	0.0	0.000210526315789	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	8.42105263158e-05	0.0	0.0	0.0	9.47368421053e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	4.21052631579e-05	0.000136842105263	1.05263157895e-05	0.0	0.0	0.0	0.0	2.10526315789e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Pseudoramibacter_Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47368421053e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae	0.217242105263	0.286968421053	0.343452631579	0.540989473684	0.247873684211	0.274894736842	0.223905263158	0.460547368421	0.392305263158	0.336084210526	0.322463157895	0.259810526316	0.232378947368	0.281442105263	0.213157894737	0.226915789474	0.301515789474	0.267842105263	0.419294736842	0.245178947368	0.291157894737	0.225	0.220315789474	0.536336842105	0.160842105263	0.317021052632	0.190957894737	0.289557894737	0.336042105263	0.410536842105	0.307957894737	0.234221052632	0.329810526316	0.356431578947	0.385578947368	0.253589473684	0.373978947368	0.145863157895
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_Other	0.0268105263158	0.0527368421053	0.0455578947368	0.0665578947368	0.0296210526316	0.0372947368421	0.0393789473684	0.132431578947	0.0875789473684	0.0597578947368	0.0568736842105	0.0547157894737	0.0689157894737	0.0336210526316	0.0778631578947	0.0451263157895	0.0400526315789	0.0444526315789	0.0477263157895	0.0846421052632	0.0541684210526	0.0427052631579	0.0386	0.0351368421053	0.0216842105263	0.0508736842105	0.0202421052632	0.0726947368421	0.0757368421053	0.0622526315789	0.0535894736842	0.0628105263158	0.0934210526316	0.0562	0.0548947368421	0.0330736842105	0.0476736842105	0.0473684210526
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__	0.0318421052632	0.0154526315789	0.00688421052632	0.00921052631579	0.0115157894737	0.0124947368421	0.0227789473684	0.00932631578947	0.0172210526316	0.0317052631579	0.0132947368421	0.00692631578947	0.0146526315789	0.0158210526316	0.0161157894737	0.00506315789474	0.00943157894737	0.00945263157895	0.0152315789474	0.0196105263158	0.0287578947368	0.00983157894737	0.00544210526316	0.00965263157895	0.0109473684211	0.00701052631579	0.0066	0.0122842105263	0.0133789473684	0.0285473684211	0.0121789473684	0.013	0.00672631578947	0.00962105263158	0.0113368421053	0.00751578947368	0.0142105263158	0.0120526315789
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Anaerostipes	0.0	0.000336842105263	0.0006	0.0	0.00116842105263	0.00377894736842	1.05263157895e-05	0.000421052631579	0.00141052631579	0.00202105263158	0.00638947368421	0.00195789473684	0.00201052631579	0.00129473684211	0.00576842105263	0.000831578947368	0.00307368421053	0.0402631578947	0.00106315789474	0.0258315789474	0.0	0.0	0.00266315789474	0.0	0.00109473684211	0.000589473684211	0.0	0.000947368421053	0.00214736842105	0.000557894736842	0.000484210526316	0.000757894736842	0.0111894736842	0.00172631578947	0.00395789473684	0.0205263157895	0.00203157894737	0.00731578947368
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Blautia	0.0385052631579	0.0736736842105	0.0758421052632	0.108852631579	0.0164315789474	0.0237578947368	0.0346736842105	0.126905263158	0.0504105263158	0.0490315789474	0.0616210526316	0.0546210526316	0.0220105263158	0.0878842105263	0.0468631578947	0.0256210526316	0.0310736842105	0.0178105263158	0.0726421052632	0.0233894736842	0.0735473684211	0.0568	0.0811157894737	0.181463157895	0.0170631578947	0.0284315789474	0.0339684210526	0.0326736842105	0.0569578947368	0.128526315789	0.0471368421053	0.0239368421053	0.0336947368421	0.0362105263158	0.0608105263158	0.0297578947368	0.0778105263158	0.0157578947368
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Butyrivibrio	0.0	0.0	0.0	0.0	0.000968421052632	0.0	0.0	0.0	0.0804736842105	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0270315789474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000389473684211	0.0	0.0	0.0	0.0343263157895	1.05263157895e-05	0.0	0.0	0.0	0.0140842105263	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Clostridium	0.00208421052632	0.000347368421053	0.00818947368421	0.0217052631579	0.000126315789474	0.00135789473684	0.0014	0.000463157894737	0.00306315789474	0.00188421052632	0.000221052631579	0.00290526315789	0.00129473684211	0.00726315789474	0.00183157894737	0.000294736842105	0.000136842105263	0.000178947368421	0.00275789473684	0.000178947368421	0.000663157894737	0.000189473684211	0.0082	0.0119157894737	4.21052631579e-05	0.00310526315789	7.36842105263e-05	0.000484210526316	0.000231578947368	0.00401052631579	0.000357894736842	0.00157894736842	0.000747368421053	5.26315789474e-05	0.000157894736842	0.000221052631579	0.00293684210526	0.00108421052632
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Coprococcus	0.0244421052632	0.0477578947368	0.0300105263158	0.0228842105263	0.0381157894737	0.0527473684211	0.0234210526316	0.0984421052632	0.0687052631579	0.103115789474	0.0912	0.0427684210526	0.0189157894737	0.0519157894737	0.0205684210526	0.0315578947368	0.0721263157895	0.0638105263158	0.0259368421053	0.009	0.0416526315789	0.0618421052632	0.0262736842105	0.0602736842105	0.0476	0.0192105263158	0.0384315789474	0.0900947368421	0.0610947368421	0.0915368421053	0.132442105263	0.0500842105263	0.0894842105263	0.0560842105263	0.0738947368421	0.0855368421053	0.0843578947368	0.0242526315789
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Dorea	0.0161368421053	0.0127052631579	0.00297894736842	0.00644210526316	0.00301052631579	0.00265263157895	0.00410526315789	0.0250526315789	0.00377894736842	0.00633684210526	0.00748421052632	0.00292631578947	0.00498947368421	0.00521052631579	0.00482105263158	0.00250526315789	0.00747368421053	0.00187368421053	0.00425263157895	0.00129473684211	0.0214315789474	0.0144105263158	0.00574736842105	0.0153789473684	0.00208421052632	0.00205263157895	0.00293684210526	0.00676842105263	0.0024	0.0127368421053	0.00656842105263	0.00491578947368	0.00643157894737	0.00577894736842	0.00961052631579	0.00494736842105	0.00517894736842	0.00168421052632
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnoanaerobaculum	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnobacterium	0.0365789473684	0.00285263157895	0.00193684210526	0.00188421052632	0.00310526315789	2.10526315789e-05	0.00161052631579	0.00392631578947	0.0104736842105	0.000778947368421	0.000757894736842	0.00286315789474	0.00675789473684	0.0	0.0	0.000768421052632	4.21052631579e-05	0.00331578947368	0.0124842105263	1.05263157895e-05	0.000126315789474	0.000568421052632	5.26315789474e-05	0.000726315789474	0.00148421052632	0.000305263157895	0.0225263157895	0.00463157894737	0.0	0.000642105263158	0.0132842105263	0.0274842105263	0.0	0.00868421052632	4.21052631579e-05	0.00118947368421	0.00792631578947	4.21052631579e-05
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Lachnospira	0.0008	0.0117578947368	0.00425263157895	0.0396105263158	0.0410210526316	0.0161473684211	0.0147789473684	0.00502105263158	0.0301473684211	0.0182526315789	0.0418947368421	0.0251263157895	0.0395263157895	0.00797894736842	0.0148526315789	0.0270736842105	0.0400315789474	0.0344526315789	0.0307894736842	0.0159157894737	0.0034	0.00525263157895	0.000757894736842	0.0213263157895	0.0109894736842	0.0524842105263	0.00911578947368	0.0278421052632	0.0176421052632	0.00827368421053	0.018	0.0136	0.0301368421053	0.0278526315789	0.0272105263158	0.0546105263158	0.027	0.0138947368421
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Moryella	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Oribacterium	0.0	1.05263157895e-05	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	3.15789473684e-05	2.10526315789e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	3.15789473684e-05	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	1.05263157895e-05
