	S2-103v3	S4-106v3	S6-109v3	S8-111v3	S10-117v3	S12-118v3	S14-122v3	S16-202v3	S20-304v3	S22-305v3	S24-309v3	S26-311v3	S28-315v3	S30-316v3	S32-321v3	S34-322v3	S36-401v3	S38-404v3	S40-408v3	S42-413v3	S86-101V3	S92-108v3	S94-113v3	S96-114v3	S98-120v3	S100-203v3	S102-207v3	S104-301v3	S108-310v3	S110-314v3	S114-319v3	S116-403v3	S118-405v3	S120-410v3	S122-411v3	S124-416v3
k__Bacteria_p__Proteobacteria_c__Epsilonproteobacteria_o__Campylobacterales_f__Helicobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Aeromonadales_f__Succinivibrionaceae	0.0	0.0101157894737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0193578947368	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Cardiobacteriales_f__Cardiobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae	3.15789473684e-05	7.36842105263e-05	0.000231578947368	0.00165263157895	0.00116842105263	0.000831578947368	0.0008	0.0004	0.000894736842105	0.000863157894737	0.0	0.0204210526316	0.00105263157895	0.00107368421053	0.000652631578947	0.00375789473684	0.00126315789474	0.000242105263158	0.000157894736842	0.000168421052632	0.000294736842105	1.05263157895e-05	0.000473684210526	0.00827368421053	0.00192631578947	0.000105263157895	8.42105263158e-05	0.0	0.00741052631579	0.00116842105263	0.00150526315789	0.0125052631579	0.00131578947368	0.000210526315789	0.000873684210526	0.000505263157895
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pasteurellales_f__Pasteurellaceae	0.0004	0.000157894736842	3.15789473684e-05	0.000336842105263	0.00671578947368	1.05263157895e-05	0.000231578947368	0.00444210526316	0.000947368421053	0.0	0.000526315789474	0.000263157894737	0.000978947368421	0.000105263157895	0.000157894736842	0.000842105263158	0.00347368421053	0.00490526315789	1.05263157895e-05	0.000326315789474	0.000768421052632	0.000305263157895	0.000452631578947	4.21052631579e-05	4.21052631579e-05	2.10526315789e-05	0.000252631578947	0.000115789473684	0.00125263157895	0.000684210526316	0.00681052631579	6.31578947368e-05	0.0	5.26315789474e-05	1.05263157895e-05	4.21052631579e-05
k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudomonadaceae	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Spirochaetes_c__[Brachyspirae]_o__[Brachyspirales]_f__Brachyspiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Synergistetes_c__Synergistia_o__Synergistales_f__Dethiosulfovibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0
k__Bacteria_p__Synergistetes_c__Synergistia_o__Synergistales_f__Synergistaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642105263158	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.0	0.000747368421053	0.000989473684211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277894736842	0.0	0.0
k__Bacteria_p__TM7_c__TM7-3_o___f__	3.15789473684e-05	0.000210526315789	9.47368421053e-05	1.05263157895e-05	0.000210526315789	0.000221052631579	0.000126315789474	4.21052631579e-05	0.000578947368421	0.000294736842105	7.36842105263e-05	0.000347368421053	0.0	6.31578947368e-05	1.05263157895e-05	4.21052631579e-05	5.26315789474e-05	0.000221052631579	0.0	8.42105263158e-05	0.000136842105263	1.05263157895e-05	0.0	0.000136842105263	0.000273684210526	0.000157894736842	5.26315789474e-05	0.0	0.000452631578947	3.15789473684e-05	0.00129473684211	2.10526315789e-05	0.000126315789474	0.000715789473684	0.000778947368421	0.000105263157895
k__Bacteria_p__TM7_c__TM7-3_o__CW040_f__	0.0	2.10526315789e-05	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	1.05263157895e-05	0.000105263157895	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	6.31578947368e-05	2.10526315789e-05	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	1.05263157895e-05	1.05263157895e-05	3.15789473684e-05	0.0
k__Bacteria_p__TM7_c__TM7-3_o__CW040_f__F16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__TM7_c__TM7-3_o__I025_f__Rs-045	0.0	1.05263157895e-05	3.15789473684e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	3.15789473684e-05	0.0
k__Bacteria_p__Tenericutes_c__Mollicutes_o__Anaeroplasmatales_f__Anaeroplasmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Tenericutes_c__Mollicutes_o__RF39_f__	0.0	6.31578947368e-05	0.0	0.0	9.47368421053e-05	0.0	0.000621052631579	1.05263157895e-05	0.000547368421053	0.0	0.0	0.0	0.000831578947368	1.05263157895e-05	0.0	0.00205263157895	0.0	0.00112631578947	0.0	0.0	0.0	0.000568421052632	0.0	0.0	0.0	0.000178947368421	0.0	0.0	0.0	0.0	0.0	0.000105263157895	0.0004	0.000210526315789	0.00676842105263	0.00192631578947
k__Bacteria_p__Tenericutes_c__RF3_o__ML615J-28_f__	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.000347368421053	0.0	0.0	0.0	0.0	0.0	0.0	0.00148421052632	0.0	4.21052631579e-05	1.05263157895e-05	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.000473684210526	0.0	0.000378947368421
k__Bacteria_p__Verrucomicrobia_c__Opitutae_o__[Cerasicoccales]_f__[Cerasicoccaceae]	0.0	0.0	0.0	0.0	0.0132736842105	0.0	0.0	0.0	0.00117894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.42105263158e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales_f__Verrucomicrobiaceae	0.0	0.0	0.00672631578947	0.0	0.000473684210526	0.0	0.0	0.0002	0.0024	0.0240421052632	0.004	0.0	0.000136842105263	0.0	0.0	0.00238947368421	0.000231578947368	0.00178947368421	0.00595789473684	0.000210526315789	0.0	0.000673684210526	1.05263157895e-05	0.0	1.05263157895e-05	0.00211578947368	0.0	0.000252631578947	0.00711578947368	0.0	2.10526315789e-05	0.0034	0.0	0.0176842105263	0.000347368421053	3.15789473684e-05
k__Archaea_p__Euryarchaeota_c__Methanobacteria_o__Methanobacteriales_f__Methanobacteriaceae_g__Methanobrevibacter	0.0	0.00161052631579	0.000747368421053	1.05263157895e-05	0.000326315789474	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.0	0.00189473684211	0.0	0.0	1.05263157895e-05	0.000178947368421	0.00151578947368	5.26315789474e-05	0.00195789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0173578947368	0.0	0.0145368421053	1.05263157895e-05	0.0
k__Archaea_p__Euryarchaeota_c__Methanobacteria_o__Methanobacteriales_f__Methanobacteriaceae_g__Methanosphaera	0.0	0.00305263157895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00249473684211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_Other_Other_Other_Other_Other	0.0	5.26315789474e-05	7.36842105263e-05	0.0	0.00431578947368	0.000189473684211	0.000957894736842	2.10526315789e-05	0.00276842105263	0.0004	6.31578947368e-05	0.0	0.00412631578947	2.10526315789e-05	0.00106315789474	0.00223157894737	0.000621052631579	0.00175789473684	0.00103157894737	0.000768421052632	0.000147368421053	1.05263157895e-05	2.10526315789e-05	0.000189473684211	0.0	0.000263157894737	0.0	0.000115789473684	9.47368421053e-05	0.000231578947368	0.0	0.00156842105263	0.000231578947368	0.00189473684211	0.000178947368421	0.000221052631579
k__Bacteria_p__Actinobacteria_Other_Other_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces	0.000189473684211	0.0004	4.21052631579e-05	6.31578947368e-05	0.000126315789474	8.42105263158e-05	0.000147368421053	0.00101052631579	0.000273684210526	0.000410526315789	0.000210526315789	0.000168421052632	0.000136842105263	5.26315789474e-05	5.26315789474e-05	0.000231578947368	0.000263157894737	0.000105263157895	9.47368421053e-05	1.05263157895e-05	0.000347368421053	0.000105263157895	5.26315789474e-05	0.000105263157895	0.000463157894737	0.000263157894737	9.47368421053e-05	6.31578947368e-05	0.000305263157895	0.000157894736842	0.00211578947368	0.000263157894737	0.000368421052632	0.0004	0.000368421052632	8.42105263158e-05
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Mobiluncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Varibaculum	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	0.0	6.31578947368e-05	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Corynebacteriaceae_g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	2.10526315789e-05	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae_g__Rothia	0.0	2.10526315789e-05	1.05263157895e-05	0.0	5.26315789474e-05	0.0	1.05263157895e-05	0.000368421052632	2.10526315789e-05	0.0	1.05263157895e-05	1.05263157895e-05	7.36842105263e-05	1.05263157895e-05	0.0	0.000147368421053	0.0	3.15789473684e-05	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	4.21052631579e-05	4.21052631579e-05	7.36842105263e-05	0.000568421052632	3.15789473684e-05	1.05263157895e-05	0.0	0.0	1.05263157895e-05
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Propionibacteriaceae_g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Propionibacteriaceae_g__Propionibacterium	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	0.0	2.10526315789e-05	4.21052631579e-05	2.10526315789e-05	2.10526315789e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_Other	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Alloscardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium	0.00914736842105	0.00603157894737	0.0331263157895	0.000252631578947	0.00695789473684	0.00817894736842	0.00331578947368	0.0109263157895	0.00271578947368	0.00395789473684	0.0196526315789	0.0240315789474	0.000778947368421	0.0262210526316	0.00126315789474	0.00470526315789	0.0261263157895	0.00107368421053	0.0032	0.0	0.0827473684211	0.000515789473684	0.0687263157895	0.0248947368421	0.025	0.0213368421053	0.0462315789474	0.0126736842105	0.00475789473684	0.00590526315789	0.00485263157895	0.00931578947368	0.0365052631579	0.00727368421053	0.00452631578947	0.0632105263158
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Gardnerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Scardovia	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	1.05263157895e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_Other	0.0	0.000389473684211	4.21052631579e-05	0.0	0.0	0.000105263157895	2.10526315789e-05	9.47368421053e-05	3.15789473684e-05	4.21052631579e-05	5.26315789474e-05	0.0	4.21052631579e-05	8.42105263158e-05	0.000336842105263	0.000305263157895	4.21052631579e-05	5.26315789474e-05	2.10526315789e-05	3.15789473684e-05	1.05263157895e-05	0.000336842105263	2.10526315789e-05	0.00377894736842	3.15789473684e-05	2.10526315789e-05	0.0	1.05263157895e-05	0.0002	0.000136842105263	0.000263157894737	0.000147368421053	6.31578947368e-05	0.0006	0.00136842105263	3.15789473684e-05
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__	1.05263157895e-05	0.00842105263158	0.00130526315789	0.000315789473684	0.00310526315789	0.00303157894737	0.00318947368421	0.00578947368421	0.00715789473684	0.00629473684211	0.00515789473684	0.00129473684211	0.00334736842105	0.000252631578947	0.000252631578947	0.00568421052632	9.47368421053e-05	0.00194736842105	0.00195789473684	4.21052631579e-05	0.000821052631579	0.000684210526316	0.00257894736842	0.000473684210526	0.00407368421053	0.000978947368421	0.0	0.0034	0.000347368421053	0.0153157894737	1.05263157895e-05	0.000136842105263	0.00261052631579	0.00453684210526	7.36842105263e-05	0.00465263157895
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Adlercreutzia	0.0	0.000684210526316	0.00255789473684	0.0	0.000905263157895	0.00283157894737	0.000210526315789	0.000305263157895	0.000431578947368	0.00130526315789	0.00169473684211	0.0	0.000368421052632	0.001	0.00164210526316	0.000347368421053	0.00206315789474	8.42105263158e-05	0.0008	0.000221052631579	5.26315789474e-05	0.000315789473684	0.000694736842105	0.00283157894737	0.000263157894737	0.00124210526316	0.0	0.000515789473684	0.000231578947368	0.0	0.0	0.00101052631579	0.00662105263158	0.00114736842105	0.000315789473684	1.05263157895e-05
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Atopobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella	0.0	0.0231052631579	1.05263157895e-05	0.0	0.00471578947368	0.0024	0.00488421052632	0.00482105263158	0.0038	0.00769473684211	0.0122105263158	0.00562105263158	0.00181052631579	0.0	0.0	0.00802105263158	0.008810526315790001	0.00188421052632	0.00830526315789	0.0	0.0323263157895	0.00901052631579	0.0164842105263	0.0106210526316	0.0233052631579	0.0	0.00587368421053	0.00763157894737	0.0264210526316	0.0245157894737	0.0	0.0026	0.00590526315789	0.008810526315790001	1.05263157895e-05	0.00633684210526
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Eggerthella	0.00148421052632	0.0	0.000294736842105	0.0	4.21052631579e-05	7.36842105263e-05	1.05263157895e-05	0.000378947368421	0.0	5.26315789474e-05	0.0	0.000326315789474	0.0	0.000242105263158	2.10526315789e-05	0.0	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.000221052631579	3.15789473684e-05	3.15789473684e-05	0.0	0.000557894736842	2.10526315789e-05	0.000305263157895	0.0	0.00128421052632	0.0	0.000789473684211	2.10526315789e-05	0.0006	1.05263157895e-05	0.0008	0.0
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Paraeggerthella	0.0	0.0	0.0	0.000778947368421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Slackia	0.0	0.00164210526316	0.0	0.0	0.0	0.0	1.05263157895e-05	0.00344210526316	0.0	0.00272631578947	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.000778947368421	0.0	0.0	0.0004	0.0	0.0	0.0	0.00226315789474	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0014	0.0	0.00178947368421	0.0	0.0	0.0	0.000421052631579
k__Bacteria_p__Bacteroidetes_Other_Other_Other_Other	0.0	0.0	0.0	0.0	0.000336842105263	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.000431578947368	0.0	0.000421052631579	6.31578947368e-05	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000578947368421
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_Other_Other	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.0	0.000115789473684	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f___g__	0.0	0.000157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00748421052632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides	0.358821052632	0.0136105263158	0.144126315789	0.000189473684211	0.0926210526316	0.116831578947	0.0949894736842	0.0501473684211	0.0739052631579	0.0273578947368	0.0536736842105	0.168978947368	0.274568421053	0.240547368421	0.207494736842	0.141357894737	0.1332	0.126589473684	0.1948	0.257378947368	0.0462842105263	0.0245789473684	0.165168421053	0.2648	0.0872526315789	0.0400947368421	0.158663157895	0.00828421052632	0.173947368421	0.00635789473684	0.156978947368	0.0737578947368	0.0765789473684	0.111789473684	0.0222842105263	0.0094
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Dysgonomonas	0.0	0.0	0.0	0.00288421052632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Parabacteroides	0.0	0.00321052631579	0.00842105263158	0.0	0.00932631578947	0.00827368421053	0.00898947368421	0.00529473684211	0.0236947368421	0.00669473684211	0.00484210526316	0.00624210526316	0.0123894736842	0.00849473684211	0.0140105263158	0.00261052631579	0.00161052631579	0.00296842105263	0.00703157894737	0.0992526315789	0.00423157894737	0.00598947368421	0.00575789473684	0.0234210526316	0.00247368421053	0.00994736842105	0.00443157894737	0.00171578947368	0.0135578947368	0.00141052631579	0.0108947368421	0.00186315789474	0.00205263157895	0.0250105263158	0.00288421052632	0.00178947368421
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Porphyromonas	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.0	1.05263157895e-05	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae_g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
